cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,poll_id,question_id,createddate
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,4/28/2016,5/1/2016,CNN/Opinion Research Corp.,A-,890,rv,0.000356,54,41,,53.45103,41.75056,,44013,65307,5/4/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/22/2016,8/28/2016,CVOTER International,C+,1145,lv,0.0003554,49.87,46.78,,48.36721,44.29354,,45147,70599,9/6/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,8/24/2016,8/30/2016,Google Consumer Surveys,B,737,lv,0.0003553,37.83,29.03,7.69,45.28945,37.7713,3.593715,45521,70906,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,8/17/2016,8/23/2016,Google Consumer Surveys,B,636,lv,0.0003531,27.58,44.61,8.54,34.52414,53.20881,4.461874,45550,70935,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Oklahoma,8/10/2016,8/16/2016,Google Consumer Surveys,B,240,lv,0.0003513,27.28,39.25,12.88,33.90925,48.64219,8.88027,45626,71011,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/12/2016,9/14/2016,The Times-Picayune/Lucid,,1627,lv,0.000348,44,36,7,46.37989,40.30357,2.728027,46215,72274,9/28/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,8/24/2016,8/30/2016,Google Consumer Surveys,B,533,lv,0.0003466,37.2,32.28,8.7,44.64397,40.99985,4.603715,45493,70811,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Oregon,8/17/2016,8/23/2016,Google Consumer Surveys,B,363,lv,0.0003464,37.86,25.34,8.79,45.23315,34.58223,4.711874,45577,70962,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,4/10/2016,4/15/2016,Elon University,B+,621,rv,0.0003452,45,39,,44.68796,42.99425,,42209,62649,4/22/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/5/2016,9/11/2016,USC Dornsife/LA Times,,2596,lv,0.0003447,44.43,44.15,,46.52975,42.02436,,45703,71303,9/12/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Missouri,8/24/2016,8/30/2016,Google Consumer Surveys,B,584,lv,0.0003435,37.17,32.83,8.19,44.49323,41.38253,4.093715,45513,70831,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Montana,8/10/2016,8/16/2016,Google Consumer Surveys,B,107,lv,0.0003405,30.27,33.17,8,37.1504,42.96717,4.00027,45616,71001,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Arkansas,8/10/2016,8/16/2016,Google Consumer Surveys,B,151,lv,0.0003387,23.56,40.99,9.77,30.22496,50.43978,5.77027,45593,70978,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,8/24/2016,8/30/2016,Google Consumer Surveys,B,578,lv,0.0003382,34.69,30.08,9.75,42.10434,38.75878,5.653715,45511,70829,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/21/2016,8/27/2016,CVOTER International,C+,1157,lv,0.0003372,49.91,46.9,,48.39874,44.4587,,45042,69096,8/29/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Oregon,7/29/2016,8/18/2016,Ipsos,A-,444,lv,0.0003367,43.38,39.05,,42.54981,40.71865,,44973,69006,8/24/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/10/2016,9/12/2016,The Times-Picayune/Lucid,,1797,lv,0.0003332,44,36,7,46.41877,40.37693,2.659677,46213,72272,9/28/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,8/12/2016,8/25/2016,Ipsos,A-,542,lv,0.0003317,43.25,43.78,,42.1956,44.36148,,45016,69069,8/26/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Maine,3/4/2016,3/10/2016,Critical Insights,C,610,lv,0.0003312,43,34,,41.42359,35.71584,,44176,66113,6/2/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/20/2016,8/26/2016,CVOTER International,C+,1211,lv,0.0003303,48.48,48.62,,46.95086,46.23376,,45043,69097,8/29/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/4/2016,8/8/2016,Ipsos,A-,1154,lv,0.0003265,40.5,34.3,7.7,41.85118,38.24542,4.891803,44802,68603,8/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,California,8/31/2016,9/6/2016,Google Consumer Surveys,B,1457,lv,0.0003253,43.85,27.51,7.93,51.27206,35.98783,3.862119,45444,70762,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Indiana,8/24/2016,8/30/2016,Google Consumer Surveys,B,598,lv,0.0003244,34.59,30.45,8.61,41.88579,38.9645,4.513715,45504,70822,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,5/5/2016,5/5/2016,Landmark Communications,B,570,lv,0.0003241,41,42,,39.0567,42.49348,,44035,65700,5/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/11/2016,9/13/2016,The Times-Picayune/Lucid,,1612,lv,0.0003212,44,36,8,46.40225,40.33252,3.696064,46214,72273,9/28/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New Mexico,8/10/2016,8/16/2016,Google Consumer Surveys,B,181,lv,0.0003191,37.35,25.97,20.47,44.15963,35.65305,16.47027,45622,71007,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/4/2016,9/10/2016,USC Dornsife/LA Times,,2565,lv,0.0003183,44.99,43.62,,47.10403,41.52758,,45690,71261,9/11/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Iowa,8/17/2016,8/23/2016,Google Consumer Surveys,B,308,lv,0.0003174,40.4,33.02,6.33,47.74253,42.2163,2.251873,45552,70937,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,8/24/2016,8/30/2016,Google Consumer Surveys,B,882,lv,0.0003166,36.18,35.21,8.12,43.47505,43.72348,4.023715,45528,70913,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Maryland,7/29/2016,8/18/2016,Ipsos,A-,475,lv,0.0003151,52.87,29.37,,52.27948,31.12071,,44957,68990,8/24/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Louisiana,8/10/2016,8/16/2016,Google Consumer Surveys,B,280,lv,0.0003111,27.03,46.2,7.4,33.51262,55.35574,3.40027,45608,70993,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/9/2016,8/10/2016,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,0.0003083,43,40,8,45.13125,44.29313,4.581841,44824,68671,8/11/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,5/9/2016,5/17/2016,Roanoke College,C+,610,lv,0.0003063,38,38,,37.69551,39.49666,,44117,66006,5/23/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,8/5/2016,8/18/2016,Ipsos,A-,765,lv,0.0003028,46.14,32.85,,45.9525,35.10104,,44967,69000,8/24/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Nebraska,8/10/2016,8/16/2016,Google Consumer Surveys,B,180,lv,0.0003026,32.71,30.16,8.92,39.48949,39.79445,4.92027,45619,71004,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/19/2016,8/25/2016,CVOTER International,C+,1183,lv,0.0003009,48.95,48.33,,47.38615,45.99932,,45044,69098,8/29/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,6/24/2016,6/27/2016,YouGov,B,1069,rv,0.0002991,40,35,8,43.72939,40.02017,5.753419,44455,67508,6/29/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/7/2016,9/9/2016,The Times-Picayune/Lucid,,2043,lv,0.0002989,43,38,8,45.47306,42.51521,3.558182,46210,72269,9/28/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/3/2016,9/9/2016,USC Dornsife/LA Times,,2566,lv,0.0002978,44.83,43.82,,46.95234,41.76005,,45688,71257,9/10/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/2/2016,9/8/2016,USC Dornsife/LA Times,,2653,lv,0.000288,44.46,44.33,,46.58176,42.29979,,45437,70749,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/3/2016,8/7/2016,Ipsos,A-,1119,lv,0.0002874,40.8,33.4,8.7,42.14796,37.33352,5.918194,44803,68604,8/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Washington,8/17/2016,8/23/2016,Google Consumer Surveys,B,578,lv,0.0002828,43.11,24.38,9.69,50.51286,33.66678,5.611873,45587,70972,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/18/2016,8/24/2016,CVOTER International,C+,1187,lv,0.0002808,47.73,48.52,,46.12056,46.25401,,44993,69029,8/26/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/2/2016,8/6/2016,Ipsos,A-,1175,lv,0.0002743,41.2,35.5,7.7,42.54856,39.41271,4.944834,44804,68605,8/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,8/24/2016,8/30/2016,Google Consumer Surveys,B,653,lv,0.0002698,39.85,27.23,9.12,47.3334,36.00449,5.023715,45538,70923,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Kentucky,8/10/2016,8/16/2016,Google Consumer Surveys,B,407,lv,0.0002687,33.42,34.87,7.65,40.09352,44.33358,3.65027,45607,70992,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,8/24/2016,8/30/2016,Google Consumer Surveys,B,837,lv,0.0002686,28.93,34.5,9.55,36.31774,43.14192,5.453715,45525,70910,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/1/2016,9/7/2016,USC Dornsife/LA Times,,2632,lv,0.0002673,44.5,43.44,,46.61572,41.43659,,45424,70731,9/8/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New York,8/24/2016,8/30/2016,Google Consumer Surveys,B,1038,lv,0.0002661,41.64,29.9,6.98,49.05955,38.58601,2.883715,45524,70909,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,4/22/2016,4/28/2016,IBD/TIPP,A-,814,rv,0.000266,47,40,,48.74173,42.95834,,44007,65250,5/2/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Kansas,8/10/2016,8/16/2016,Google Consumer Surveys,B,244,lv,0.0002648,34.98,30.11,12.32,41.78464,39.78501,8.320269,45606,70991,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,8/5/2016,8/18/2016,Ipsos,A-,438,lv,0.0002647,39,47.03,,37.92466,48.384,,44941,68974,8/24/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/17/2016,8/23/2016,CVOTER International,C+,1196,lv,0.0002622,47.59,48.29,,45.93444,46.10532,,44987,69021,8/25/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/22/2016,7/26/2016,Ipsos,A-,2332,lv,0.00026,37.6,38.4,5.8,41.46961,39.98494,3.175186,44686,68273,7/26/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/17/2016,8/23/2016,Google Consumer Surveys,B,22234,lv,0.0002553,35.34,33.27,8.74,42.54616,42.26178,4.661873,45248,69565,8/31/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,8/5/2016,8/18/2016,Ipsos,A-,643,lv,0.0002547,45.18,39.02,,44.15309,40.34463,,44979,69012,8/24/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/1/2016,8/5/2016,Ipsos,A-,1196,lv,0.0002543,39.8,36.8,7.4,41.15603,40.68121,4.673896,44805,68606,8/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Florida,8/24/2016,8/30/2016,Google Consumer Surveys,B,1360,lv,0.0002537,30.85,39.89,8.44,38.22061,48.50818,4.343715,45498,70816,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,South Carolina,8/10/2016,8/16/2016,Google Consumer Surveys,B,408,lv,0.000253,30.09,39.17,7.42,36.56992,48.32138,3.42027,45630,71015,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Connecticut,8/10/2016,8/16/2016,Google Consumer Surveys,B,301,lv,0.0002511,41.81,26.61,9.18,48.71572,36.44801,5.18027,45597,70982,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/31/2016,9/6/2016,USC Dornsife/LA Times,,2640,lv,0.0002509,44.13,43.76,,46.24535,41.77433,,45405,70697,9/7/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Florida,3/2/2016,3/6/2016,CNN/Opinion Research Corp.,A-,854,rv,0.0002489,50,43,,48.81951,43.81316,,36569,65659,5/5/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Minnesota,8/17/2016,8/23/2016,Google Consumer Surveys,B,524,lv,0.0002484,36.85,24.96,9.04,44.16192,34.1104,4.961874,45563,70948,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/23/2016,7/27/2016,Ipsos,A-,2062,lv,0.000247,39,36.9,5.9,42.63642,38.67922,3.268878,44710,68344,7/30/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/16/2016,8/22/2016,CVOTER International,C+,1214,lv,0.0002457,48.35,47.48,,46.64438,45.40097,,44932,68952,8/24/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Texas,8/24/2016,8/30/2016,Google Consumer Surveys,B,1120,lv,0.0002456,34.09,37.44,7.83,41.41243,45.99142,3.733715,45533,70918,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/21/2016,7/25/2016,Ipsos,A-,2289,lv,0.0002446,38,38.2,6.2,41.86897,39.8268,3.573298,44687,68274,7/26/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/29/2016,9/30/2016,Google Consumer Surveys,B,873,lv,0.0002425,35.6,31.3,10,41.81554,39.20124,6.948958,46326,72449,10/3/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/6/2016,9/8/2016,The Times-Picayune/Lucid,,1780,lv,0.0002421,42,36,8,44.49807,40.55916,3.531426,46209,72268,9/28/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,8/17/2016,8/23/2016,Google Consumer Surveys,B,599,lv,0.000241,36.24,28.95,11.18,43.36882,37.82578,7.101874,45585,70970,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/25/2016,7/29/2016,Ipsos,A-,1662,lv,0.0002384,38.3,36.1,5.3,41.17585,38.57351,2.660664,44712,68346,7/30/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/15/2016,8/21/2016,CVOTER International,C+,1259,lv,0.0002341,47.98,47.24,,46.20854,45.28068,,44917,68903,8/23/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/24/2016,7/28/2016,Ipsos,A-,1787,lv,0.0002333,38.4,36.8,5.7,41.6849,38.88964,3.064445,44711,68345,7/30/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/30/2016,9/5/2016,USC Dornsife/LA Times,,2605,lv,0.0002318,43.55,44.34,,45.66143,42.37594,,45338,70490,9/6/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,5/17/2016,5/20/2016,American Research Group,C+,980,rv,0.0002309,46,46,,45.82776,47.20995,,44116,66005,5/23/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,8/17/2016,8/23/2016,Google Consumer Surveys,B,778,lv,0.0002308,32.86,37.42,7.87,39.89734,46.15858,3.791873,45567,70952,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,8/17/2016,8/23/2016,Google Consumer Surveys,B,763,lv,0.0002299,37.78,31.6,7.53,45.05251,40.6913,3.451874,45571,70956,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/19/2016,9/25/2016,SurveyMonkey,C-,13598,lv,0.0002279,45,40,10,45.71957,41.09986,4.543186,46100,72092,9/26/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/29/2016,9/4/2016,USC Dornsife/LA Times,,2732,lv,0.0002277,42.75,44.67,,44.85604,42.72487,,45324,70431,9/5/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/31/2016,8/4/2016,Ipsos,A-,1153,lv,0.0002246,40,38,6,41.39175,41.83352,3.296546,44776,68544,8/5/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,8/5/2016,8/18/2016,Ipsos,A-,438,lv,0.0002229,47.24,45.25,,46.28855,46.59472,,44970,69003,8/24/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/20/2016,7/24/2016,Ipsos,A-,2063,lv,0.0002223,38.8,37.5,6.6,42.54972,39.28017,3.976647,44688,68275,7/26/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,California,8/24/2016,8/30/2016,Google Consumer Surveys,B,1584,lv,0.0002221,43.75,26.11,8.24,51.17346,34.80143,4.143715,45494,70812,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/27/2016,7/31/2016,Ipsos,A-,1309,lv,0.0002204,42.8,34,5.2,44.80124,37.30665,2.538944,44750,68434,8/2/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/26/2016,7/30/2016,Ipsos,A-,1393,lv,0.0002203,40.7,34.7,5.5,43.13741,37.59637,2.849237,44751,68435,8/2/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/19/2016,7/23/2016,Ipsos,A-,1864,lv,0.0002199,37.9,38.7,6.3,41.36327,40.81021,3.676661,44689,68276,7/26/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/29/2016,8/2/2016,Ipsos,A-,1283,lv,0.0002183,42.9,35.8,5,44.46505,39.46707,2.329476,44778,68546,8/5/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,8/5/2016,8/18/2016,Ipsos,A-,630,lv,0.0002183,43.97,42.89,,42.62685,43.95858,,44959,68992,8/24/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,8/17/2016,8/23/2016,Google Consumer Surveys,B,530,lv,0.0002177,35.06,26.9,11.12,42.31733,35.96852,7.041873,45544,70929,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Illinois,8/24/2016,8/30/2016,Google Consumer Surveys,B,1040,lv,0.0002175,34.63,28.61,9.38,41.99398,37.21899,5.283715,45503,70821,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Indiana,8/17/2016,8/23/2016,Google Consumer Surveys,B,631,lv,0.0002167,31.81,35.98,9.81,38.92188,44.83037,5.731874,45555,70940,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Colorado,8/17/2016,8/23/2016,Google Consumer Surveys,B,512,lv,0.000216,40.49,23.95,10.86,47.83324,33.14737,6.781873,45546,70931,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Colorado,7/29/2016,8/18/2016,Ipsos,A-,420,lv,0.0002139,42.39,38.74,,40.55921,39.38944,,44944,68977,8/24/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/28/2016,8/1/2016,Ipsos,A-,1291,lv,0.0002133,42.1,34.2,5.2,43.84123,37.7365,2.530338,44749,68433,8/2/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Alabama,8/10/2016,8/16/2016,Google Consumer Surveys,B,407,lv,0.0002128,19.55,54.53,5.69,25.98198,63.60407,1.69027,45592,70977,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/25/2016,8/27/2016,The Times-Picayune/Lucid,,3231,lv,0.0002096,42,37,7,44.54395,41.9576,2.400305,46200,72259,9/28/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Maryland,8/10/2016,8/16/2016,Google Consumer Surveys,B,437,lv,0.0002088,48.93,21.31,8.47,55.57236,30.72333,4.47027,45610,70995,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/28/2016,9/3/2016,USC Dornsife/LA Times,,2656,lv,0.0002073,42.37,45.01,,44.47593,43.08921,,45323,69704,9/4/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/30/2016,8/3/2016,Ipsos,A-,1143,lv,0.0002063,41.6,37.4,6,43.0545,41.16756,3.318522,44777,68545,8/5/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Oregon,8/10/2016,8/16/2016,Google Consumer Surveys,B,380,lv,0.0002033,45.18,26.09,6.13,52.06794,35.89933,2.13027,45627,71012,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/14/2016,8/20/2016,CVOTER International,C+,1191,lv,0.0002031,48.19,47.47,,46.33855,45.62048,,44910,68894,8/22/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Missouri,8/17/2016,8/23/2016,Google Consumer Surveys,B,545,lv,0.0002021,35.53,34.72,8.7,42.66881,43.61077,4.621873,45564,70949,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/18/2016,7/22/2016,Ipsos,A-,1579,lv,0.0002017,37,39.8,6,40.1634,42.2665,3.378626,44665,68207,7/22/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,6/27/2016,6/28/2016,Gravis Marketing,B-,2162,rv,0.0002014,50,48,,50.38985,48.70797,,44494,67668,7/1/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,8/17/2016,8/23/2016,Google Consumer Surveys,B,542,lv,0.0002003,33.34,33.02,7.94,40.56823,42.04488,3.861874,45562,70947,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/27/2016,9/2/2016,USC Dornsife/LA Times,,2711,lv,0.0001983,42.35,45.26,,44.45053,43.36046,,45322,69703,9/4/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,6/18/2016,6/20/2016,YouGov,B,1011,rv,0.0001982,43,39,4,46.65634,44.01337,1.724218,44391,67338,6/22/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,8/17/2016,8/23/2016,Google Consumer Surveys,B,898,lv,0.0001961,37.04,32.82,8.22,44.15115,41.66928,4.141874,45578,70963,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,4/10/2016,4/14/2016,NBC News/Wall Street Journal,A-,1000,rv,0.000196,50,39,,48.81318,42.85583,,42182,59677,4/19/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Tennessee,8/10/2016,8/16/2016,Google Consumer Surveys,B,481,lv,0.0001919,24.83,41.48,9.62,31.49294,50.92651,5.62027,45632,71017,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Iowa,8/10/2016,8/16/2016,Google Consumer Surveys,B,323,lv,0.0001897,37.83,28.17,10.55,44.68824,37.93145,6.55027,45602,70987,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Massachusetts,8/10/2016,8/16/2016,Google Consumer Surveys,B,444,lv,0.0001846,50.33,21.5,10.02,57.50779,31.77672,6.02027,45609,70994,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/4/2016,8/5/2016,Morning Consult,,2001,rv,0.0001828,41,33,9,45.17194,40.69464,3.598046,44783,68577,8/7/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/26/2016,9/1/2016,USC Dornsife/LA Times,,2650,lv,0.0001816,43.33,44.04,,45.42588,42.16641,,45269,69630,9/2/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,West Virginia,2/21/2016,2/22/2016,Orion Strategies,B-,306,lv,0.0001806,24,61,,23.79771,60.96923,,44179,66121,6/2/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,8/17/2016,8/23/2016,Google Consumer Surveys,B,685,lv,0.0001787,41.95,27.88,6.76,49.24603,37.00656,2.681874,45588,70973,9/9/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/16/2016,7/20/2016,Ipsos,A-,1236,lv,0.0001744,40.5,36.1,7.1,43.12959,39.19236,4.4892,44664,68209,7/22/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/17/2016,7/21/2016,Ipsos,A-,1279,lv,0.0001736,40,35.9,7.6,42.8791,38.70055,4.982545,44666,68208,7/22/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/15/2016,7/19/2016,Ipsos,A-,1217,lv,0.0001729,41.9,35.4,6.2,44.37434,38.69432,3.598085,44626,68072,7/19/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New Hampshire,2/5/2016,2/7/2016,University of Massachusetts Lowell,B,1411,rv,0.0001721,45,40,,43.88165,41.56755,,36053,65619,5/5/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/13/2016,8/19/2016,CVOTER International,C+,1096,lv,0.0001716,49.45,45.85,,47.5275,44.09391,,44909,68893,8/22/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/25/2016,8/31/2016,USC Dornsife/LA Times,,2646,lv,0.0001702,42.4,45.01,,44.47981,43.16047,,45255,69597,9/1/16
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/5/2016,9/7/2016,The Times-Picayune/Lucid,,1327,lv,0.0001689,42,35,9,44.5221,39.60734,4.500158,46207,72266,9/28/16
